,accuracy,loss,val_accuracy,val_loss
0,0.07695488631725311,2.9285876750946045,0.19350649416446686,2.9006130695343018
1,0.1040225550532341,2.890328884124756,0.24389609694480896,2.8610987663269043
2,0.13203006982803345,2.8502097129821777,0.30590909719467163,2.8165531158447266
3,0.16413533687591553,2.8028602600097656,0.3623376488685608,2.7674336433410645
4,0.2059774398803711,2.750356912612915,0.4068181812763214,2.7130913734436035
5,0.23800751566886902,2.691234827041626,0.4253246784210205,2.65344500541687
6,0.274774432182312,2.6217775344848633,0.46259739995002747,2.5860610008239746
7,0.3098496198654175,2.536282539367676,0.4740259647369385,2.5069544315338135
8,0.3471052646636963,2.442605495452881,0.4915584325790405,2.420027732849121
9,0.3794736862182617,2.3361146450042725,0.49896103143692017,2.3266828060150146
10,0.40800753235816956,2.230539321899414,0.515194833278656,2.2299869060516357
11,0.43248119950294495,2.125272512435913,0.5220130085945129,2.1386640071868896
12,0.4603383541107178,2.0121781826019287,0.5368831157684326,2.0496137142181396
13,0.4748872220516205,1.92118239402771,0.5475324392318726,1.965745210647583
14,0.49766916036605835,1.8364005088806152,0.567727267742157,1.889723777770996
15,0.5136090517044067,1.7514559030532837,0.5777272582054138,1.8149611949920654
16,0.5263158082962036,1.6868293285369873,0.600844144821167,1.7470169067382812
17,0.5382331013679504,1.6171541213989258,0.6129220724105835,1.683527946472168
18,0.5565037727355957,1.5554779767990112,0.6287662386894226,1.6236357688903809
19,0.5704511404037476,1.5016605854034424,0.6456493735313416,1.5698723793029785
20,0.5782330632209778,1.4612592458724976,0.6609740257263184,1.5189485549926758
21,0.593796968460083,1.4105829000473022,0.6696103811264038,1.469049096107483
22,0.597067654132843,1.3756948709487915,0.6809090971946716,1.4246351718902588
23,0.6060526371002197,1.3323948383331299,0.6887012720108032,1.3827201128005981
24,0.6180450916290283,1.3053936958312988,0.6972078084945679,1.3417550325393677
25,0.626804530620575,1.2664800882339478,0.7068831324577332,1.302655577659607
26,0.6363157629966736,1.2445240020751953,0.7109090685844421,1.2666095495224
27,0.646390974521637,1.2074470520019531,0.7175324559211731,1.230491280555725
