,accuracy,loss,val_accuracy,val_loss
0,0.8173684477806091,0.5922175049781799,0.9535064697265625,0.15423087775707245
1,0.9224811792373657,0.25226253271102905,0.9537013173103333,0.15141062438488007
2,0.9401879906654358,0.18949903547763824,0.9696103930473328,0.09868098050355911
3,0.950451135635376,0.15401141345500946,0.9736363887786865,0.09133666753768921
4,0.9592481255531311,0.12766367197036743,0.9720779061317444,0.0907055139541626
5,0.9634586572647095,0.11409550160169601,0.9738960862159729,0.08694195747375488
6,0.9672180414199829,0.098671093583107,0.9714934825897217,0.09766970574855804
7,0.9704135060310364,0.091390460729599,0.9761688113212585,0.08299490809440613
8,0.973308265209198,0.07951725274324417,0.975844144821167,0.08218981325626373
9,0.9769172668457031,0.07194161415100098,0.9777272939682007,0.08072929084300995
10,0.9782706499099731,0.06539999693632126,0.9761039018630981,0.09197009354829788
11,0.9796992540359497,0.06281450390815735,0.9775324463844299,0.08512839674949646
12,0.9806014895439148,0.058443326503038406,0.9783117175102234,0.08990409225225449
13,0.9795112609863281,0.05837300419807434,0.9757142663002014,0.08898542076349258
14,0.9835338592529297,0.05079390108585358,0.979480504989624,0.08951414376497269
