,accuracy,loss,val_accuracy,val_loss
0,0.9080392122268677,0.30805733799934387,0.9706493616104126,0.09218434244394302
1,0.955098032951355,0.14733998477458954,0.9755194783210754,0.07691358029842377
2,0.9655269384384155,0.11242374032735825,0.9786363840103149,0.07190410047769547
3,0.9715931415557861,0.09219293296337128,0.9823376536369324,0.061181601136922836
4,0.975073516368866,0.07831336557865143,0.9840259552001953,0.06124185770750046
5,0.978664219379425,0.06797251105308533,0.984415590763092,0.05549529567360878
6,0.9805514812469482,0.06019877269864082,0.9838311672210693,0.05941399186849594
7,0.9818260073661804,0.05540572106838226,0.9845454692840576,0.062138836830854416
8,0.9841421842575073,0.04951118305325508,0.9843506217002869,0.06317249685525894
9,0.9848896861076355,0.047410644590854645,0.9842857122421265,0.06440223753452301
10,0.9855759739875793,0.046606432646512985,0.9853246808052063,0.06331595778465271
