,accuracy,loss,val_accuracy,val_loss
0,0.904889702796936,0.31575024127960205,0.9733766317367554,0.09035647660493851
1,0.953872561454773,0.15041309595108032,0.9768831133842468,0.07513932138681412
2,0.9653676748275757,0.1128963902592659,0.9783766269683838,0.06927984207868576
3,0.9723039269447327,0.08949559181928635,0.9808441400527954,0.06536014378070831
4,0.9761151671409607,0.07861077785491943,0.9823376536369324,0.06072794273495674
5,0.9791544079780579,0.06649039685726166,0.9815584421157837,0.06958303600549698
6,0.9817156791687012,0.05993025377392769,0.9838311672210693,0.061360154300928116
7,0.9827696084976196,0.055786747485399246,0.9834415316581726,0.0628615990281105
8,0.9836029410362244,0.05009223148226738,0.9832467436790466,0.06132547929883003
9,0.9848039150238037,0.04718790575861931,0.9845454692840576,0.05917173996567726
10,0.9862622618675232,0.044514864683151245,0.9838311672210693,0.05592229217290878
11,0.9868872761726379,0.04212973639369011,0.9840259552001953,0.05640924721956253
12,0.986335813999176,0.04292629286646843,0.986298680305481,0.058608632534742355
13,0.9868505001068115,0.04102567583322525,0.9851948022842407,0.06514085084199905
14,0.9876347780227661,0.038256410509347916,0.9835714101791382,0.08149513602256775
15,0.9880269765853882,0.038772955536842346,0.9850649237632751,0.07476822286844254
16,0.98832106590271,0.036758650094270706,0.9842857122421265,0.06767088174819946
17,0.9882230162620544,0.03766188025474548,0.9848701357841492,0.07337383925914764
